Name;Country;Industry;Year of foundation;Year;Revenue;Net Income;Privacy;Size;CEO Name;Headquarters
Company_01925;Japan;Healthcare;2009;2024;96077170.69;10592219.07;Private;5000-10000 employees;Robert Johnson;Sydney, Japan
Company_01926;Germany;Finance;1964;2022;60562415.18;10137588.55;Private;50-200 employees;Robert Kumar;Tokyo, Germany
Company_01927;Brazil;Energy;2014;2023;99944839.35;10849284.51;Private;500-1000 employees;Yuki Tanaka;Tokyo, Brazil
Company_01928;Japan;Logistics;2014;2021;16944124.68;1528261.97;Private;1000-5000 employees;Yuki Müller;Paris, Japan
Company_01929;Japan;Education;2021;2023;74033337.09;12633847.78;Private;1000-5000 employees;Jane Silva;Paris, Japan
Company_01930;France;Healthcare;1987;2024;51584510.84;8518816.43;Public;200-500 employees;Michael Chen;New York, France
Company_01931;Brazil;Software;1981;2023;47622590.18;11073321.52;Public;200-500 employees;John Tanaka;Mumbai, Brazil
Company_01932;Brazil;Logistics;1994;2022;86456826.7;15594665.98;Public;500-1000 employees;Raj Tanaka;Beijing, Brazil
Company_01933;Japan;Energy;1965;2023;18235536.12;1545867.55;Private;500-1000 employees;Liu Wang;Berlin, Japan
Company_01934;Japan;Healthcare;1965;2022;71610324.1;4298156.48;Public;5000-10000 employees;Yuki Smith;Beijing, Japan
Company_01935;USA;Education;1989;2024;38977302.08;4067428.5;Public;500-1000 employees;Raj Silva;Berlin, USA
Company_01936;China;Energy;1955;2022;91173568.46;20801098.75;Private;500-1000 employees;Liu Wang;Toronto, China
Company_01937;Brazil;Retail;1967;2023;36420956.84;4730291.63;Public;500-1000 employees;Carlos Smith;Mumbai, Brazil
Company_01938;Canada;Finance;1955;2023;54549065.59;5698474.67;Public;500-1000 employees;Sofia Tanaka;New York, Canada
Company_01939;China;Software;1970;2024;9328374.31;1291203.31;Public;200-500 employees;Yuki Silva;Paris, China
Company_01940;Australia;Logistics;2022;2022;86990078.2;9382493.28;Private;50-200 employees;Sofia Smith;Paris, Australia
Company_01941;Germany;Finance;1979;2024;44040015.13;5916479.08;Private;200-500 employees;Robert Müller;São Paulo, Germany
Company_01942;UK;Manufacturing;1975;2023;24800584.29;6125827.89;Private;50-200 employees;Sofia Johnson;Toronto, UK
Company_01943;India;Logistics;1999;2022;38446360.85;8630405.08;Public;1000-5000 employees;Raj Garcia;Tokyo, India
Company_01944;Japan;Manufacturing;1959;2023;17640536.01;3855461.85;Private;1000-5000 employees;Liu Brown;Beijing, Japan
Company_01945;China;Retail;1978;2023;74068387.34;10276691.26;Private;200-500 employees;Anna Tanaka;Mumbai, China
Company_01946;China;Software;1998;2021;43382013.52;8460859.29;Public;500-1000 employees;John Wang;New York, China
Company_01947;Australia;Manufacturing;1965;2024;52287815.23;4097946.14;Public;5000-10000 employees;Anna Müller;São Paulo, Australia
Company_01948;UK;Finance;1953;2021;81531968.21;8631001.47;Public;1000-5000 employees;John Kumar;Toronto, UK
Company_01949;India;Finance;2008;2024;67447359.8;4678476.62;Private;50-200 employees;Raj Silva;Toronto, India
Company_01950;Canada;Retail;2010;2022;33098519.04;2606112.18;Private;50-200 employees;John Chen;Sydney, Canada
Company_01951;Canada;Retail;1996;2022;78793060.63;19371427.49;Private;500-1000 employees;Raj Chen;Sydney, Canada
Company_01952;India;Retail;1952;2022;68321578.42;9961517.33;Public;1000-5000 employees;Jane Brown;London, India
Company_01953;USA;Software;1972;2021;90261339.28;12576976.71;Private;200-500 employees;Jane Kumar;Mumbai, USA
Company_01954;China;Software;1962;2024;80993566.13;11353324.93;Private;5000-10000 employees;Michael Johnson;New York, China
Company_01955;Brazil;Energy;1996;2023;47862090.53;2933193.61;Private;1000-5000 employees;Robert Brown;Beijing, Brazil
Company_01956;Japan;Finance;1972;2023;68575264.65;3973443.83;Public;500-1000 employees;Anna Chen;Toronto, Japan
Company_01957;Brazil;Education;1970;2022;72866878.98;14262977.65;Public;50-200 employees;Yuki Johnson;São Paulo, Brazil
Company_01958;Canada;Education;2010;2022;15098404.1;2414821.43;Public;1000-5000 employees;Raj Wang;Toronto, Canada
Company_01959;USA;Software;2021;2021;90688678.01;10929391.25;Private;1000-5000 employees;Yuki Garcia;Toronto, USA
Company_01960;USA;Software;2007;2022;40208017.01;2037206.43;Public;5000-10000 employees;Robert Kumar;Mumbai, USA
Company_01961;UK;Energy;1953;2023;38479838.48;5675144.94;Public;1000-5000 employees;Yuki Smith;Beijing, UK
Company_01962;UK;Logistics;1951;2022;68564406.45;10578599.47;Public;200-500 employees;Yuki Chen;Berlin, UK
Company_01963;Germany;Manufacturing;1984;2021;41042135.1;8550501.34;Public;1000-5000 employees;Jane Chen;Berlin, Germany
Company_01964;UK;Logistics;1977;2024;48847378.64;9519908.99;Public;50-200 employees;John Silva;São Paulo, UK
Company_01965;Canada;Logistics;1950;2021;7293445.71;825595.55;Private;5000-10000 employees;Yuki Wang;Tokyo, Canada
Company_01966;Australia;Manufacturing;1986;2023;3400739.2;538145.6;Public;50-200 employees;Michael Müller;Sydney, Australia
Company_01967;China;Retail;1950;2023;27197123.99;3405834.67;Public;5000-10000 employees;Sofia Silva;Sydney, China
Company_01968;France;Healthcare;1960;2023;19097968.66;1431864.8;Public;200-500 employees;Yuki Smith;Toronto, France
Company_01969;India;Retail;1981;2021;3078656.53;576981.09;Public;50-200 employees;Robert Smith;New York, India
Company_01970;Australia;Retail;2002;2023;26651870.81;4612308.49;Public;50-200 employees;Robert Wang;São Paulo, Australia
Company_01971;UK;Retail;1973;2021;81622929.55;15360589.87;Public;5000-10000 employees;Carlos Garcia;Berlin, UK
Company_01972;Brazil;Logistics;2005;2022;3452821.0;541920.52;Private;200-500 employees;Michael Chen;London, Brazil
Company_01973;Germany;Energy;1956;2022;14635103.44;2975439.84;Public;200-500 employees;Jane Johnson;Paris, Germany
Company_01974;USA;Finance;1988;2021;24884085.49;1528087.44;Public;5000-10000 employees;Anna Brown;Berlin, USA
Company_01975;Germany;Energy;1962;2024;89683861.62;5442303.97;Public;50-200 employees;Raj Johnson;São Paulo, Germany
Company_01976;UK;Retail;1966;2022;36951001.38;7508205.97;Private;200-500 employees;Raj Müller;Paris, UK
Company_01977;Germany;Software;1987;2023;23273310.17;3837875.16;Public;200-500 employees;Sofia Chen;Sydney, Germany
Company_01978;India;Software;2011;2022;16233854.71;2286566.74;Private;200-500 employees;John Brown;London, India
Company_01979;USA;Healthcare;1952;2024;47102123.82;3568313.13;Public;1000-5000 employees;Michael Wang;São Paulo, USA
Company_01980;China;Software;1971;2023;18234298.46;1104973.57;Private;5000-10000 employees;Sofia Chen;Berlin, China
Company_01981;USA;Finance;2009;2022;21948746.78;2043793.02;Public;5000-10000 employees;Liu Smith;Tokyo, USA
Company_01982;Japan;Software;2009;2024;10927860.52;1423416.21;Private;500-1000 employees;Yuki Silva;London, Japan
Company_01983;France;Software;1955;2024;20378472.31;1573843.66;Public;50-200 employees;Sofia Wang;Mumbai, France
Company_01984;Germany;Finance;1981;2021;39955689.78;4193807.08;Public;5000-10000 employees;Robert Kumar;Sydney, Germany
Company_01985;China;Logistics;2013;2024;7565470.49;943575.85;Public;200-500 employees;Carlos Wang;Sydney, China
Company_01986;Australia;Logistics;1993;2022;51316939.37;3718680.91;Public;50-200 employees;Sofia Tanaka;London, Australia
Company_01987;China;Healthcare;1996;2024;37070158.03;6819005.03;Public;200-500 employees;John Brown;Mumbai, China
Company_01988;Brazil;Manufacturing;1988;2024;2253533.25;286104.08;Private;50-200 employees;Jane Silva;Berlin, Brazil
Company_01989;Japan;Education;2015;2022;79543568.55;16362141.56;Public;500-1000 employees;Sofia Tanaka;Paris, Japan
Company_01990;Australia;Retail;1982;2023;12754131.98;2822253.43;Private;500-1000 employees;Raj Chen;New York, Australia
Company_01991;UK;Finance;1965;2022;73255641.16;15939011.83;Private;200-500 employees;John Kumar;São Paulo, UK
Company_01992;China;Software;2022;2023;83817195.2;14364636.02;Public;500-1000 employees;Carlos Smith;Paris, China
Company_01993;Canada;Finance;2004;2021;72508164.04;10244558.24;Public;200-500 employees;Yuki Brown;São Paulo, Canada
Company_01994;Canada;Software;2018;2024;93946452.2;22842423.81;Private;5000-10000 employees;John Smith;Toronto, Canada
Company_01995;Australia;Finance;1993;2022;43848667.73;6492688.35;Public;5000-10000 employees;Robert Johnson;Sydney, Australia
Company_01996;Japan;Healthcare;1974;2024;38090688.26;9315359.4;Private;500-1000 employees;Raj Chen;London, Japan
Company_01997;Australia;Software;1998;2023;56246163.9;7506170.23;Public;1000-5000 employees;Anna Smith;New York, Australia
Company_01998;India;Logistics;2016;2021;47584019.41;6522814.61;Private;200-500 employees;Liu Chen;New York, India
Company_01999;China;Manufacturing;1956;2021;30629661.53;2798708.77;Private;200-500 employees;Raj Johnson;Toronto, China
Company_02000;Japan;Software;1984;2023;9481496.28;1790285.7;Private;5000-10000 employees;John Wang;London, Japan
Company_02001;India;Education;2017;2023;69805387.91;12885653.8;Public;500-1000 employees;Liu Müller;Beijing, India
Company_02002;Canada;Energy;1955;2024;21428827.02;4103099.35;Public;200-500 employees;Michael Johnson;London, Canada
Company_02003;China;Retail;1976;2024;59754134.14;6317075.2;Public;1000-5000 employees;Michael Kumar;Berlin, China
Company_02004;Brazil;Logistics;1954;2021;51047844.27;7661879.04;Public;50-200 employees;Yuki Brown;Sydney, Brazil
Company_02005;USA;Energy;1999;2024;49576668.38;11248535.52;Public;200-500 employees;Sofia Brown;Beijing, USA
Company_02006;Germany;Manufacturing;2011;2021;97152988.62;14738287.81;Public;50-200 employees;Jane Silva;Toronto, Germany
Company_02007;France;Software;1988;2022;72755427.02;4147755.82;Public;500-1000 employees;Jane Smith;Toronto, France
Company_02008;China;Retail;1985;2021;37927822.47;2892322.04;Public;1000-5000 employees;Sofia Kumar;New York, China
Company_02009;Japan;Logistics;1980;2022;21255573.62;2222810.65;Private;500-1000 employees;Carlos Chen;Sydney, Japan
Company_02010;India;Retail;1986;2024;7355477.48;830217.3;Private;200-500 employees;Michael Wang;London, India
Company_02011;USA;Finance;1951;2022;56700600.81;5791976.06;Private;5000-10000 employees;Sofia Silva;Beijing, USA
Company_02012;UK;Software;1972;2023;92747250.65;6790971.67;Public;500-1000 employees;Sofia Kumar;Tokyo, UK
Company_02013;China;Software;1979;2023;92135058.95;16226879.93;Private;5000-10000 employees;Liu Kumar;Toronto, China
Company_02014;Canada;Retail;2019;2021;53411796.43;11753271.35;Public;500-1000 employees;Carlos Johnson;São Paulo, Canada
Company_02015;China;Healthcare;1976;2021;38115299.39;9163407.13;Private;1000-5000 employees;Anna Silva;Beijing, China
Company_02016;Japan;Finance;1962;2021;49424682.07;11984831.41;Private;500-1000 employees;Sofia Chen;Paris, Japan
Company_02017;UK;Manufacturing;1980;2021;58177575.18;11140633.56;Public;5000-10000 employees;Jane Silva;New York, UK
Company_02018;Japan;Healthcare;1969;2023;10078791.85;2119857.14;Public;50-200 employees;John Wang;São Paulo, Japan
Company_02019;China;Retail;2003;2021;55551066.66;11544887.44;Private;1000-5000 employees;Sofia Wang;London, China
Company_02020;France;Software;1976;2024;31162721.83;2111908.71;Private;1000-5000 employees;John Garcia;Mumbai, France
Company_02021;France;Finance;2019;2021;83931884.63;5778219.97;Private;1000-5000 employees;Liu Kumar;Toronto, France
Company_02022;USA;Energy;1963;2021;50155258.4;8330717.29;Private;200-500 employees;Jane Müller;Tokyo, USA
Company_02023;Brazil;Retail;1993;2023;92325138.4;8525498.09;Public;50-200 employees;Liu Silva;Sydney, Brazil
Company_02024;Canada;Education;1984;2021;56323576.34;9395328.36;Private;50-200 employees;Sofia Chen;Mumbai, Canada
Company_02025;Japan;Energy;1972;2021;94867518.74;20798977.77;Private;500-1000 employees;Robert Tanaka;Paris, Japan
Company_02026;India;Energy;1993;2023;94094211.89;12454751.83;Public;200-500 employees;Robert Chen;Mumbai, India
Company_02027;Germany;Manufacturing;1991;2023;76299080.42;11256611.29;Public;500-1000 employees;Yuki Wang;Berlin, Germany
Company_02028;Australia;Manufacturing;1981;2023;73805181.22;5279876.83;Private;50-200 employees;Yuki Garcia;Tokyo, Australia
Company_02029;France;Software;1986;2021;12601539.13;1067727.79;Public;200-500 employees;Yuki Silva;São Paulo, France
Company_02030;Germany;Software;2007;2024;60022901.76;9172971.48;Public;200-500 employees;Anna Brown;Tokyo, Germany
Company_02031;Brazil;Healthcare;1967;2024;70885094.17;10437811.93;Private;5000-10000 employees;Raj Brown;Tokyo, Brazil
Company_02032;Canada;Education;1974;2024;25749011.2;5908315.06;Private;50-200 employees;Robert Tanaka;Mumbai, Canada
Company_02033;Canada;Education;1976;2024;94964708.7;5628130.47;Public;500-1000 employees;Jane Chen;Sydney, Canada
Company_02034;Brazil;Manufacturing;1955;2022;39638793.09;7928385.05;Public;5000-10000 employees;John Johnson;London, Brazil
Company_02035;China;Energy;1953;2024;77912416.16;16740771.7;Private;200-500 employees;Yuki Brown;Tokyo, China
Company_02036;France;Manufacturing;1981;2022;14830343.69;1807103.48;Public;200-500 employees;Michael Brown;Tokyo, France
Company_02037;Canada;Healthcare;1975;2022;43158594.51;3016397.4;Private;500-1000 employees;Raj Brown;Beijing, Canada
Company_02038;UK;Energy;2012;2022;97559333.27;23550635.32;Public;1000-5000 employees;Carlos Brown;New York, UK
Company_02039;USA;Logistics;1975;2024;39982236.42;5664612.76;Private;5000-10000 employees;John Garcia;Beijing, USA
Company_02040;USA;Software;2015;2022;81282750.01;12160604.89;Public;500-1000 employees;Sofia Silva;Mumbai, USA
Company_02041;UK;Software;2009;2023;50449298.48;3814390.12;Public;50-200 employees;John Chen;São Paulo, UK
Company_02042;UK;Energy;2006;2024;18573792.06;3107955.54;Public;500-1000 employees;Raj Wang;Toronto, UK
Company_02043;France;Manufacturing;2017;2021;51360917.26;2741156.04;Public;5000-10000 employees;Carlos Brown;Toronto, France
Company_02044;Australia;Healthcare;2014;2021;82612116.19;15671951.58;Public;50-200 employees;Anna Kumar;Paris, Australia
Company_02045;Japan;Logistics;1983;2021;80484933.83;16219756.97;Private;5000-10000 employees;Jane Silva;Beijing, Japan
Company_02046;Germany;Manufacturing;1952;2023;57331018.65;11356812.43;Public;200-500 employees;Jane Wang;Beijing, Germany
Company_02047;UK;Healthcare;1995;2024;75760088.71;8763332.82;Public;500-1000 employees;Raj Smith;Sydney, UK
Company_02048;Canada;Energy;1981;2023;4072980.94;977044.25;Public;50-200 employees;Michael Wang;London, Canada
Company_02049;Canada;Finance;1973;2024;9816201.36;815304.75;Public;200-500 employees;Carlos Garcia;Berlin, Canada
Company_02050;Brazil;Education;1998;2022;15498916.98;2902253.78;Private;50-200 employees;Anna Brown;Toronto, Brazil
Company_02051;Japan;Finance;2012;2024;91364766.52;22733290.98;Private;50-200 employees;Robert Johnson;London, Japan
Company_02052;Japan;Manufacturing;1967;2021;16100376.6;3723431.39;Public;500-1000 employees;Liu Garcia;New York, Japan
Company_02053;China;Logistics;2019;2021;2361354.98;417226.64;Public;200-500 employees;Anna Garcia;Beijing, China
Company_02054;Germany;Retail;2014;2023;45700157.91;8696465.74;Private;500-1000 employees;Liu Brown;Sydney, Germany
Company_02055;USA;Education;1998;2023;76082919.48;18806852.25;Private;5000-10000 employees;Liu Johnson;São Paulo, USA
Company_02056;Germany;Manufacturing;1954;2022;1130026.84;216844.86;Private;500-1000 employees;Anna Wang;New York, Germany
Company_02057;USA;Manufacturing;2014;2024;33252699.46;4699540.2;Private;1000-5000 employees;Michael Müller;Paris, USA
Company_02058;China;Software;2002;2024;4763692.14;711459.01;Private;200-500 employees;Robert Kumar;New York, China
Company_02059;France;Finance;1962;2022;83821242.58;5157189.52;Private;200-500 employees;Michael Tanaka;New York, France
Company_02060;Japan;Healthcare;1988;2021;97077136.84;20900356.41;Private;500-1000 employees;Michael Smith;New York, Japan
Company_02061;Germany;Healthcare;2019;2021;92279768.17;16461613.19;Private;50-200 employees;Michael Kumar;London, Germany
Company_02062;China;Manufacturing;1969;2024;68003291.57;9927278.7;Private;500-1000 employees;Raj Müller;Berlin, China
Company_02063;USA;Healthcare;2009;2023;70736334.83;7307225.87;Public;200-500 employees;Sofia Smith;Sydney, USA
Company_02064;France;Manufacturing;2013;2022;40327697.11;4077412.92;Private;200-500 employees;Anna Smith;Berlin, France
Company_02065;India;Software;1971;2021;30726633.16;6020235.03;Public;50-200 employees;Carlos Johnson;Paris, India
Company_02066;China;Logistics;1968;2024;18199948.03;2282120.91;Private;500-1000 employees;Robert Chen;New York, China
Company_02067;France;Education;2007;2021;51206348.26;8442861.48;Public;5000-10000 employees;Sofia Tanaka;London, France
Company_02068;India;Healthcare;1961;2024;31181003.82;5932835.49;Private;50-200 employees;Yuki Wang;Sydney, India
Company_02069;France;Manufacturing;2017;2022;69047234.71;4431581.39;Private;50-200 employees;Carlos Kumar;London, France
Company_02070;Australia;Logistics;1954;2021;3331023.95;385801.51;Public;50-200 employees;Jane Tanaka;Mumbai, Australia
